4835	バカな質問があるんだ。	5714	Tôi cần hỏi một câu hỏi ngớ ngẩn.
4836	こんなに明らかなことをわざわざどうやって説明したらいいのか分からない。	5715	Tôi không biết phải trình bày thế nào, bởi vì nó đã quá rõ ràng rồi.
4838	何か他の言い方はある？	5716	Có thể nói cách khác được không?
4840	答えが分かったんだ、でもあまりにすぐに分かったものだから正解であるはずがないんだ。	5717	Tôi đã tìm ra cách, nhưng mà tìm ra nhanh thế này thì chắc hẳn đó không phải là cách hay rồi.
4842	だけど、ここではそんなに簡単ではないんです。	5719	Nhưng ở đây, không dễ dàng như vậy đâu.
4845	違うよ、新しい彼じゃない。	5720	Không, anh ấy không phải bạn trai mới của tôi.
4847	授業が全然無いとでも言うの？！	5721	Bạn không bao giờ có lớp hay sao?
4848	何が問題なの？	5722	Vấn đề ở đâu?
4851	愛してる。	515073	Anh phải lòng em.
4852	もう好きじゃない。	5725	Tao không thích mày nữa.
4854	おめでとうございます。	5726	Xin chúc mừng!
4860	もう何をしたらいいか分からない。	5727	Tôi không còn biết phải làm gì nữa.
4863	こんなことにはなって欲しくなかった。	5728	Tôi cũng không muốn vụ này xảy ra.
4864	君には何が起こるか分かるんじゃないかと思うけどね。	5729	Chắc bạn cũng đoán được cái gì xảy ra mà.
4866	他にどんな選択肢があるの？	5730	Tôi còn có sự chọn lựa nào khác nữa?
4868	それをするより他はない。	5731	Tôi không có gì tốt hơn để làm hết.
4870	誰にでも長所と短所がある。	5732	Người nào cũng có cái hay và cái dở của họ.
4876	まだ持ってるか分からないなあ。	5733	Không biết là tôi còn không nữa.
4877	何をしてたと思う？	5734	Bạn nghĩ tôi đang làm gì?
4879	私の母はあまり英語が上手に話せない。	5735	Mẹ của tôi không nói tiếng Anh giỏi lắm.
4883	宇宙でどうやって食べ物をみつけるの？	5736	Làm sao để tìm được thức ăn khi đang ở ngoài không gian?
4885	みんなあなたに会いたがってる。あなたは有名なのよ！	5737	Mọi người muốn gặp bạn vì bạn nổi tiếng!
4887	堅い書き物は大嫌いだ。	5738	Tôi rất ghét phải viết theo khuôn mẫu!
4890	何でこんなに遅くまで起きてるの？	5739	Bạn làm gì mà thức khuya quá vậy?
4894	真実のみが美しい。	5743	Chỉ có sự thật là tốt đẹp.
4896	私は日本語が話せない。	5744	Tôi không biết nói tiếng Nhật.
4898	誰も私のことを分かってくれない。	5745	Không ai hiểu được tôi hết.
4907	私のことを凡人だと思うのはやめて！	5746	Đừng coi tôi như người "bình thường"!
4917	「洞穴の中で何が起こっているんだろう？すごく知りたいなあ」「見当もつかないよ」	5748	"Trong hang đang xảy ra chuyện gì vậy? Tôi rất là tò mò." "Tôi cũng không biết nữa."
4921	はぁ・・・（汗）、それでコンタクトは取れるようになったのかしら・・・？	5750	Ờ... cái đó sao rồi?
4922	「実を言うと、俺、高所恐怖症なんだ。」　「臆病者っ！」	5751	"Nói thật là tôi rất là sợ độ cao." "Bạn nhát quá!"
4923	「信用して」と彼は言った。	5752	"Tin tôi đi," anh ấy nói.
4924	「これが探していたものだ」と彼は叫んだ。	5753	"Đây đúng là thứ mà tôi đang tìm" anh ta kêu lên.
4930	またいつか風のように走るんだ。	5754	Sẽ có một ngày tôi sẽ chạy nhanh như gió.
4933	何か私にできることがありましたらお知らせ下さい。	5755	Cần gì thì cứ việc nói với tôi.
4938	「トランプしたいなあ。」「私も。」	5757	"Tôi muốn đánh bài." "Tôi cũng vậy."
4943	私の生きているうちに共産主義が効力を持つことは無いだろう。	5758	Cộng sản sẽ chẳng bao giờ tồn tại đến đời của tôi.
4946	トランプを樫のテーブルに置いて。	5759	Làm ơn để bộ bài trên bàn gỗ sồi.
4950	家に帰りましょうか。	5760	Sao mình không đi về đi?
4954	１００万人の人々がその戦争で命を落とした。	5761	Một triệu người đã ngã xuống trong cuộc chiến đó.
4961	あぁ私の白いズボンが！新しいのに。	5764	Kìa mấy cái quần trắng của mình! Vẫn còn mới!
4963	私が駅を出た時、男の人を見た。	5765	Khi tôi ra khỏi ga xe lửa, tôi gặp một gã đàn ông.
4967	あぁまだ、宵の口だね。	5766	Đêm cũng dài quá ha?
4969	わたしがいなくて淋しいと思った？	5767	Có nhớ tôi không?
4971	ありがとうございます！	5768	Cám ơn bạn nhiều nghe!
4975	往復旅行？片道だけです。	5770	Vé khứ hồi phải không? Một chiều thôi.
4977	洗ったあと引っ張って形にして。	5771	Xếp gọn gàng sau khi giặt xong.
4978	最初着る前に洗濯してください。	5772	Giặt trước khi mặc lần đầu.
4979	電車が停まるまで開けないで。	5773	Đừng mở trước khi xe lửa ngừng lại.
4983	あら、申し訳ございません。	5774	Ờ, xin lỗi nghe.
4987	貧しい人とはほんのわずかしか持っていない人ではなく欲のありすぎる人である。	5775	Người nghèo không phải là người có quá ít mà là người muốn quá nhiều.
4988	驚かない所をみると知ってたのね。	5776	Anh có vẻ không bất ngờ nhỉ, chắc anh đã biết cả rồi.
4989	あなたが駅に着くのにどのくらいかかりますか。	5777	Mất bao nhiêu thời gian để đi từ đay tới ga?
4990	アメリカ旅行のよい記念になりました。	5778	Cái này sẽ là một kỷ niệm tốt của cuộc du ngoạn xung quanh nước Mỹ.
4992	あんたらの名前なんか興味ないね。どうせこの仕事が終わるとお別れだ。	5779	Tôi không quan tâm anh là ai. Xong việc tôi sẽ rời khỏi đây.
4993	「はい」と「いいえ」しか言わない人と会話を続けるのは難しい。	5780	Rất là khó để nói chuyện với một người luôn luôn trả lời "Có" hay "Không".
5001	「気分はどうですか。」と彼は尋ねた。	5782	"Bạn thấy sao?" anh ấy hỏi.
5002	２、３年でフランス語に熟達するのはきわめて難しい。	5783	Rất là khó để thành thạo tiếng Pháp trong hai hay ba năm.
5003	それをあなたに説明することは私には無理です。	5784	Tôi không thế nào giải nghĩa cho bạn được.
5004	そのことを後悔しながら余生を送りたくない。	5785	Tôi không muốn cả đời hối tiếc vì chuyện này.
5006	そのことは全く予想していませんでした。	5786	Tôi cũng không đoán được.
5007	想像力は私たちの生活のどの側面にも影響を与える。	5787	Sự tưởng tượng ảnh hưởng đến mọi khía cạnh cuộc sống của chúng ta.
5018	うるさくて眠れないんです。	5788	Chúng tôi không ngủ được vì ồn quá.
5021	あの方が言われる事を、何でもしてあげて下さい。	5789	Tốt nhất là hãy làm theo mọi thứ anh ấy nói với bạn.
5023	２、３ページの英語を訳すのに２時間以上もかかりました。	5790	Tôi tốn hơn hai tiếng để dịch vài trang tiếng Anh.
5024	１１時になっているよ。	5791	Đã mười một giờ rồi.
5032	パリは世界で最も美しい街である。	5792	Paris là một thành phố đẹp nhất thế giới.
5035	私には夢がある。	5793	Tôi có ước mơ.
5036	こちらは私の友達のレイチェルです。私たちは同じ高校に通っていました。	5794	Đây là bạn tôi tên Rachel, chúng tôi học trường trung học với nhau.
5037	生活費が断然上がった。	5795	Giá sinh hoạt đã nhất loạt tăng.
5040	だが宇宙は無限だ。	5796	Nhưng mà vũ trụ là vô tận.
5042	しかし、逆もまた真である。	5797	Nhưng, sự trái ngược cũng luôn luôn có lý.
5046	君が側にいてくれれば何もいらない。	5798	Có em bên cạnh thì bây giờ mọi thứ đều ổn cả rồi.
5047	知らないってどういうこと？！	5799	Ý cậu là cậu không biết hả?!
5048	馬鹿みたい！	5800	Bạn nhìn ngốc quá.
5051	買い物に行かなければならない。一時間で戻るよ。	5801	Tôi đi mua sắm một chút. Một tiếng sau trở lại.
5054	イタリア語では何と言うのですか。	5802	Trong tiếng Ý cái đó nói thế nào?
5057	ありがとう、それだけだよ。	5803	Cám ơn. Thôi nhé.
5063	私のせいじゃない！	5804	Không phải lỗi của tôi!
5067	口を開けてください！	5805	Mở miệng ra!
5077	やらなければならない事がありすぎる！	5806	Có nhiều thứ để làm quá!
5082	あんたのせいで食欲をなくしたよ。	5808	Nhờ ơn của bạn tôi hết còn thèm ăn.
5083	とにかく誰かをぶたないと気が済まない。	5809	Tôi muốn đấm ai đó cho thỏa thích.
5090	とても暑くて、車のボンネットで卵が焼けるよ。	5811	Nóng đến nỗi mà có thể luộc trứng trên nóc xe.
5091	誰がこの問題をしらないんだ？	5810	Ai lại không biết về vấn đề này?!
5093	誰も来なかった。	5812	Không ai tới hết.
5100	私が話しているときは私を見て！	5813	Làm ơn nhìn mặt tôi khi nói chuyện!
5102	君が演説をして誰も来なかったらどうするの？	5814	Nếu bạn phát biểu nhưng không ai tới thì sao?
5113	それで何をしようとしているの？	5816	Còn chúng tôi làm gì?
5114	頭痛がする。	5817	Tôi bị nhức đầu.
5116	いびきをかくことは認めるよ・・・。	5818	Tôi phải nhận là tôi có ngáy...
5123	靴が小さすぎるから新しいのを買う必要があるな。	5819	Giày của tôi bé quá, tôi cần đôi mới.
5124	逃げよう。サツが来てる。	5820	Mau rời khỏi đây. Cảnh sát tới bây giờ.
5125	メリークリスマス！	5821	Chúc mừng giáng sinh!
5127	「もし疲れているなら寝たらどう？」「僕が今寝たらあまりに早く目覚めてしまうから」	5822	"Nếu mệt thì ngủ một chút đi?" "Bây giờ mà ngủ thì sẽ dậy sớm lắm."
5140	何かを証明しようとする場合、それが真実であるという確信を持つことは何らかの手助けになる。	5823	Nếu muốn chứng minh điều gì thì trước hết phải biết là nó đúng đã.
5146	誤解され得るものはいずれすべて誤解されるであろう。	5824	Cái gì dễ bị hiểu lầm thì sẽ luôn như vậy thôi.
5152	おなか空いた！	5825	Tôi đói quá rồi!
5155	私は結婚していて子どもが二人いる。	5827	Tôi có chồng và hai đứa con.
5158	パリで勉強したい。	5828	Tôi muốn đi du học ở Paris.
5160	野菜を食べたら？	5829	Sao không ăn rau vậy?
5170	「おわったの」「それどころかまだ始めていないよ」	5832	"Xong chưa vậy?" "Tôi còn chưa bắt đầu nữa mà."
5171	「おはよう」とトムは微笑みながら言った。	5833	"Chào buổi sáng" Tom mỉm cười và nói.
5176	約束するよ。	5834	Tôi hứa.
5177	外国語がとっても楽しいと分った。	5835	Tôi thấy ngoại ngữ rất thú vị.
5180	あなたは私に夢を見させてくれるのね。	5837	Bạn khiến tôi mơ đấy.
5183	寒い。	5840	Lạnh.
5184	喉が渇いた。	5841	Tôi khát nước.
5185	高校時代について最も後悔することを人々に尋ねると大抵の人は決まってこう言う。時間を無駄にしすぎていた、と。	5842	Khi tôi hỏi mọi người điều gì khiến họ cảm thấy tiếc nuối khi còn đi học thì phần đông đều trả lời rằng họ đã lãng phí quá nhiều thời gian.
5189	わざとやったのね！	5843	Bạn cố ý làm phải không!
5190	彼に何も言わなかったの？	5844	Bạn không nói với anh ấy cái gì à?
5193	また後でかけ直していただけませんか？	5845	Bạn có thể gọi lại được không?
5194	私は誰と話しているの？	5846	Tôi đang nói chuyện với ai đây?
5204	止めて！あなたは彼女の気分を害してるわ。	5742	Đừng! Mày đang làm cô ấy bực bội đấy.
5211	私たちはもう終わったわ。指輪を返して！	5849	Chuyện giữa chúng ta kết thúc rồi. Trả lại tôi chiếc nhẫn!
5213	今日海岸に行こうと思っていたのに雨が降ってきた。	5851	Tôi tính đi ra biển chơi nhưng trời lại bắt đầu mưa.
5214	彼女は本当に賢いよね？	5852	Cô ấy thông minh lắm phải không?
5215	明日図書館で勉強するつもりです。	5854	Ngày mai tôi sẽ học ở thư viện.
5216	遅すぎる。	5855	Muộn quá.
5219	あれ？あなたまだここにいたのね！	5856	Này, này, bạn còn ở đó không?
5222	食事中本を読んだ。	5857	Tôi đọc sách lúc ăn cơm.
5224	先週中国語を習い始めました。	5859	Tuần trước tôi mới bắt đầu học tiếng Trung quốc.
5229	彼女はそのことについて話したくないんだよ。	5862	Cô ấy không muốn nói về chuyện đấy.
5230	もっと時間が必要だ。	5864	Tôi cần thêm thì giờ.
5234	飛行機が乱気流に近付いていたため操縦士は乗客にシートベルトを締めるよう呼びかけた。	5870	Lúc máy bay gặp gió xoáy, phi công yêu cầu hành khách thắt dây an toàn.
5243	殺人犯は有罪判決を受けて終身刑に処せられた。	5879	Thằng giết người bị xử tù chung thân.
5246	わたしはあなたの夢を見ました。	5882	Tôi mơ đến bạn.
5248	負けない！	5883	Tôi không thua đâu!
5250	もうすぐ授業が再開する。	5884	Sắp vô tiết rồi.
5253	でもあなたは私に言ってくれなかったでしょ！	5885	Nhưng bạn chưa nói tôi về chuyện này mà!
5255	まだ晴れている間に洗濯をしなければなりません。	5886	Tôi phải giặt đồ trong khi trời còn nắng.
5257	時間はたっぷりあった。	5887	Bạn còn rất nhiều thời gian.
5259	ねぇ私に話してよ、トラング。	5888	Thôi nào! Nói chuyện với mình đi Trang.
5260	ほぼ終わった。	5889	Tôi sắp xong rồi.
5263	私が絶対勝てないってあなた言った？	5891	Bạn vừa nói rằng tôi không thể thắng được à?
5264	外は真っ暗だ。	5892	Bên ngoài trời rất tối.
5268	この業界ではもう年をとりすぎている。	5893	Tôi đã quá già cho thế giới này.
5270	彼は彼の人生の話を私にしてくれた。	5895	Anh ấy nói với tôi chuyện đời của anh.
5271	何を話しているの？	5896	Bạn đang nói cái gì vậy?
5276	明日授業があります。	5897	Tôi có lớp ngày mai.
5278	「ありがとう」「どういたしまして」	5899	"Cám ơn." "Không có chi."
5279	冬は私の一番好きな季節です。	3534096	Mùa đông là mùa tôi thích nhất.
5285	誰しも、夢はかなうと信じたいものだ。	5905	Ai cũng muốn tin rằng mọi giấc mơ đều có thể trở thành hiện thực.
5289	私の命が危ないと言ってるわけですか？	5906	Cậu nói rằng tôi đang gặp nguy hiểm đến tính mạng sao?
5293	同性愛者ですが何か？それが犯罪だとでも？	5907	Bị gay thì sao? Cái đó cũng là tội à?
5299	午後はずっと友人とおしゃべりをして過ごした。	5908	Tôi tốn hết buổi chiều tán chuyện với đám bạn.
5300	私はもっと自立したいと思っている。	5909	Tôi muốn tự lập hơn.
5301	そこに一日中ただ立っているつもりかい？	5910	Cậu định đứng đó cả ngày hay sao?
5302	ウサギには長い耳と短い尾がある。	5911	Thỏ có tai dài và đuôi ngắn.
5303	私の心は幸福感でいっぱいだった。	5912	Tim tôi tràn ngập hạnh phúc.
5306	君の愚痴はもう聞きたくないよ。	5913	Tôi không muốn nghe thêm bất kì lời than vãn nào từ cậu nữa.
5310	やった！2回続けて勝っちゃった！	5914	Hay quá! Tôi thắng hai lần liền!
5311	ファストフードはもう飽きた。	5915	Tôi ngán thức ăn nhanh quá rồi.
5312	バカンスに行くのが待ち遠しい。	5916	Tôi không đợi được tới lúc nghỉ hè.
5314	もし電気がないと、私たちの暮らしがどのようなものになるか想像できますか。	5917	Bạn có thể hình dung được cuộc sống sẽ như thế nào nếu không có điện không?
5316	彼の話はあまりにも馬鹿げていたので誰も信じなかった。	5920	Chuyện của nó tào lao đến nỗi chẳng ai tin được.
5320	どこに行きますか？	893126	Bạn đi đâu đấy?
48301	休みは終わった。	5838	Kỳ nghỉ từ đây kết thúc.
74108	あなたはどこの国の出身ですか。	5901	Bạn đến từ nước nào vậy?
74474	男性は色っぽい女性が大好きなのです。	1759687	Đàn ông thích phụ nữ gợi cảm.
74741	ある日、友人から「いい話があるから会わないか」と電話があり、友人の家へ出かけました。	2652779	Một ngày nọ anh bạn của tôi gọi điện và bảo rằng: "Có chuyện này hay lắm, anh đến nhà tôi chơi không ?", thế là hôm đó tôi đi đến nhà anh ta.
74910	もう～、なにやってんだよ。	1833248	Ê, làm gì vậy ?
75139	結局は誰でも自分で学ぶしかない。	5677	Rốt cuộc, ai cũng phải tự học thôi.
75354	そんな話は少しも信じてはいけません。	1717089	Anh không được tin một câu nào của câu chuyện đó.
75536	ＭＰ３プレーヤーがほしい！	5928	Tôi muốn có máy MP3!
76098	思ったより安くあがった。	1833190	Nó không đắt như tôi nghĩ.
76481	はい。これならそらで歌えます。	2639235	Vâng, tôi có thể hát thuộc lòng bài này.
76559	ちょっと！なに通せんぼやってんのよ。	490592	Này! Bạn đang làm con đường bị tắc nghẽn đấy!
76715	これは私の血ではない。すべて相手の返り血だ。私の身体には傷ひとつない。	1706018	Đây không phải là máu của tôi mà là của đối thủ. Trên người tôi không có một vết thương nào cả.
76763	ここにゴミ捨てるべからず。	2654719	Không được vứt rác ở đây.
77214	和子さんはお姉さんによく似ています。	537283	Anh/chị Kazuko rất giống với chị của anh/chị ấy.
77409	連絡して下さい。	2652554	Xin giữ liên lạc với tôi.
77638	冷蔵庫の中にバターが２ポンドある。	1757144	Trong tủ lạnh có 2 pound bơ.
77780	隣に住んでるのに、彼は私たちにあいさつさえしない。	1759666	Mặc dù nhà gần nhau, anh ta chưa từng chào hỏi chúng tôi.
78212	龍は空想の動物だ。	893173	Rồng là động vật không tưởng.
78455	嵐になりそうです。	1509591	Một cơn bão sắp đến.
78455	嵐になりそうです。	1509592	Sắp có một cơn bão.
78605	来年で彼は１０年パリに住んでいることになる。	2639172	Năm tới đánh dấu 10 năm anh ta sống ở Paris.
79292	友達も家族も皆死んでしまっています。	515851	Bạn bè và người thân của tôi đã qua đời hết.
79544	約束の時間に遅れた。	1835240	Trễ giờ hẹn rồi.
79712	夜はこのホテルに泊まるつもりです。	1716319	Tôi định sẽ ở qua đêm tại khách sạn này.
79972	目に砂が入りました。	893171	Cát chui vào mắt tôi.
80306	明日仕事を始めるのはご都合がよいでしょうか。	2652526	Ngày mai bắt đầu làm việc có tiện không ?
80380	明日までにパーティーの準備を終えなければなりません。	893365	Cho đến sáng mai phải chuẩn bị xong bữa tiệc.
81403	妹の誕生日に真珠のネックレスを贈った。	1743517	Tôi tặng em gái tôi dây chuyền châu vào ngày sinh nhật của nó.
82717	放課後クラブ活動に残る子供が多い。	2654738	Có nhiều đứa trẻ ở lại trường để tham gia các hoạt động ngoại khóa.
82827	母親がドアをノックした。	1727498	Mẹ của anh ta gõ cửa.
83014	母は家族の中で最も忙しい。	2652570	Mẹ tôi là người bận nhất trong nhà.
83626	聞けば聞くほどますます面白くなる。	2854164	Càng nghe càng thấy trở nên thú vị.
84435	父は上手に英語を話します。	2652569	Cha tôi nói tiếng Anh giỏi.
84747	父はいつも冷静である。	2654737	Cha tôi luôn luôn điềm tĩnh.
85418	百合は当時たびたびロンドンに行った。	1836457	Yuri gần đây hay tới London.
85624	飛行機は墜落する前に地面すれすれに飛んだ。	490694	Chiếc máy bay đã bay sát mặt trước khi nó đâm sầm xuống.
85697	飛行機のおかげで、人は早く、長い距離を旅行できる。	2639252	Nhờ vào máy bay mà con người có thể di chuyển giữa các nơi xa xôi.
85869	秘書にその手紙をタイプさせた。	1697332	Tôi giao cho thư kí đánh bức thư đó.
86025	彼等はテレビを見ていた。	2660139	Lúc đó họ đang xem TV.
86135	彼女を一人にした方がいい。	2847889	Cô ấy nên ở một mình.
86368	彼女は要求されたようにその名と住所を書き留めた。	490613	Cô ấy đã ghi chép tên và địa chỉ theo yêu cầu
87037	彼女は病気だったらしい。	1697402	Có vẻ như anh ta đã bị bệnh.
87493	彼女は彼が困っている時はいつでも彼を助けた。	1697190	Cô ấy luôn giúp đỡ anh ta bất cứ lúc nào anh ta gặp khó khăn.
87561	彼女は背が低すぎて塀の向こうがみえなかった。	1706068	Cô ta quá lùn nên không nhìn qua hàng rào được.
87623	彼女は日本語を勉強しようと日本に来た。	1838413	Cô ấy đến Nhật để học Nhật ngữ.
87954	彼女は誕生日プレゼントにアルバムをくれた。	510201	Chị ấy cho tôi một anbum ảnh làm quà sinh nhật.
87955	彼女は短編小説作家です。	510203	Bà ấy viết truyện ngắn.
88148	彼女は息子がひどい扱いを受けたと憤慨していた。	1743527	Cô ta phẫn nộ vì con mình bị đối xử tệ bạc.
88286	彼女は赤ん坊をしっかりと腕に抱きしめた。	893125	Cô ta ôm chặt đứa bé vào ngực.
88300	彼女は赤い服を着ていた。	2652561	Cô ấy mặc đồ đỏ.
88343	彼女は生徒達との関係がとてもうまくいっている。	2652747	Cô ấy có mối quan hệ tốt với các học sinh.
88345	彼女は生徒たちが彼女の言葉を聞き逃すといけないからゆっくり話しました。	2639233	Cô ấy nói chậm lại vì học sinh không nghe kịp.
88987	彼女は自分の不注意を恥じた。	2639232	Cô ấy xấu hổ vì sự sơ xuất của mình.
89291	彼女は私をお兄さんに紹介してくれた。	1757124	Cô ta giới thiệu tôi với anh của cô.
89411	彼女は私の家族の中で一番早く起きる。	2652769	Cô ấy là người dậy sớm nhất trong nhà.
89620	彼女は私たちの提案を拒絶した。	1838435	Cô ta từ chối đề án của chúng tôi.
89737	彼女は子供のように単純だ。	2652785	Cô ta có một tâm hồn giản đơn như một đứa trẻ.
89885	彼女は昨日東京へ向けて出発したようです。	2654733	Có vẻ như cô ấy đã khởi hành đi tới Tokyo hôm qua.
89998	彼女は今度の日曜日にニューヨークへ出発します。	2639277	Cô ta sẽ đến New York vào Chủ Nhật tới.
90116	彼女は行かないことに決めた。	893427	Cô ta quyết định không đi.
90537	彼女は休暇中です。	1835249	Cô ấy đang trong kỳ nghỉ.
90576	彼女は気を失ったが、数分後に正気に戻った。	1833202	Cô ta bất tỉnh nhưng tỉnh lại trong vài phút sau.
90720	彼女は確かにそのことを知っているんです。	510156	Chị ấy chắc chắn biết điều đó.
91110	彼女は一晩中本を読んだ。	893123	Cô ta đã đọc sách thâu đêm.
91327	彼女はゆっくりと前進した。	893219	Cô ta từ từ tiến về phía trước.
91492	彼女はまだここへ来ていません。	1833187	Cô ta vẫn chưa tới đây.
91665	彼女はピアノを弾くのがあまり上手ではありません。	592865	Chị ấy chơi piano không thật thành thạo.
91668	彼女はピアノを弾き始めるところだ。	2652544	Cô ấy mới bắt đầu chơi piano.
92025	彼女はどうしても自分の思い通りにしようとする。	2654734	Cô ta nhất định phải làm theo ý mình.
92040	彼女はドアを閉めて、２階にあがった。	2847876	Cô ấy đóng cửa và đi lên tầng 2.
92145	彼女はたぶん明日来るでしょう。	1838425	Cô ấy chắc mai sẽ tới.
92203	彼女はだいたい私と同じ年頃だ。	1833241	Cô ấy tuổi cỡ ngang tôi.
92525	彼女はその金を受け取ることを拒否した。	1697289	Cô ấy đã từ chối nhận tiền.
92548	彼女はその花をとても大事にしている。	2639250	Cô ấy rất quý bông hoa đó.
92746	彼女はすぐに結婚したかった。	1697168	Cô ấy đã muốn kết hôn ngay lập tức.
92862	彼女はこの村に住んでいます。	893141	Cô ta sống ở làng này.
93060	彼女はカーテンを引き上げた。	2661853	Cô ấy kéo màn lên.
93064	彼女はお母さんの手伝いをすべきだ。	1759689	Cô ta nên phụ giúp mẹ mình.
93208	彼女はいつも流行の服を着ている。	2654726	Cô ấy luôn mặc quần áo sành điệu.
93579	彼女は２０年早く生まれていたらよかったのにと思った。	1743526	Cô ta ước mình sinh ra sớm hơn 20 năm.
93721	彼女は、信じられないほどに世間知らずだ。	1717026	Cô ta ngây thơ đến mức khó tin.
93931	彼女の魅力は言葉では表現できない。	393371	KHông gì có thể tả xiết sức hấp dẫn của cô ấy
93995	彼女の父は心臓病で病人になってしまった。	1552940	Cha của cô ấy trở thành người tàn tật sau cơn đau tim.
95236	彼女が美人だと思っているのは私たちだけだ。	2652552	Chỉ mình chúng tôi thấy cô ấy đẹp.
95593	彼女がどんなに彼を喜ばそうとしても彼は喜ばなかった。	2661818	Cô ấy cố làm anh ta hài lòng đến mức nào cũng không được.
95760	彼以外は皆ここにいる。	1727554	Mọi người đều có mặt trừ anh ta.
96197	彼らは物質的にも精神的にも彼を支えた。	496285	Họ đã hỗ trợ cho ông cả vật chất lẫn tinh thần.
96434	彼らは二度と会うことはなかった。	1697394	Họ đã không gặp mặt nhau một lần nào nữa.
97092	彼らは昨夜出発した。	893120	Anh ta đã xuất phát tối qua.
97697	彼らはフェンスを緑色に塗った。	2639210	Anh ta sơn hàng rào màu xanh lá.
97766	彼らはどこから来たの。	2661816	Họ đến từ đâu vậy ?
98339	彼らは、私が嫌いだ。	3228432	Họ không thích tôi.
98746	彼らがフランス語を話すことは、もしあってもまれだ。	2654716	Anh ta có cũng rất hiếm khi nói tiếng Pháp.
98782	彼も来ない。	2652753	Anh ta cũng không tới.
98954	彼女は料理がうまいそうだ。	1716275	Nghe nói anh ta nấu ăn khá ngon.
99215	彼は夕食後に授業の勉強をします。	1727495	Anh ta học bài sau bữa tối.
99279	彼は友達を作るコツを知っている。	1835237	Anh ta biết cách kết bạn.
99330	彼は友愛会の会員だ。	1750235	Anh ta là thành viên của hội anh em.
99842	彼は毎月お金を貯金している。	2639264	Anh ta gửi tiền ngân hàng hàng tháng.
99868	彼は本当に頭のよい子だ。	2899727	Thằng nhóc thực sự là một đứa trẻ thông minh.
100678	彼は飛行機で東京から大阪へ行った。	1699097	Anh ấy đi từ Kyoto sang Osaka bằng máy bay.
101412	彼は入学試験に合格したことを自慢した。	893132	Anh ta tự hào vì đã thi đỗ kì thi nhập học.
102055	彼は長く歩いてきたあとだから、ひどく疲れているに違いない。	1833222	Anh ta chắc hẳn phải rất mệt mỏi sau khi đi một quãng đường dài như vậy.
102189	彼は遅れないように早く出発した。	893094	Để không bị muộn, anh ta đã xuất phát sớm.
102674	彼は速く泳げる。	1759678	Anh ta có thể bơi nhanh.
103891	彼は信用できない。	893104	Không thể tin anh ta được.
104066	彼は床に座っていた。	2639260	Anh ta ngồi lên giường.
